Quantity,UnitPrice,CustomerID,KMeans,KMeans++,DBSCAN,Hierarchical,GMM,AutoEncoder,MLP
6,1.95,16180.0,0,0,0,3,0,3,0
12,2.1,12645.0,1,1,0,0,1,1,1
12,1.25,15605.0,0,0,0,3,0,3,0
16,1.95,15719.0,0,0,0,3,0,3,0
2,7.95,14625.0,1,1,0,1,1,1,1
12,0.85,17323.0,0,0,0,3,0,0,0
48,1.45,13798.0,1,1,0,0,1,3,1
10,1.25,16268.0,0,0,0,3,0,0,0
12,1.25,17449.0,0,0,0,3,0,0,0
24,0.42,17315.0,0,0,0,3,0,0,0
4,4.95,12584.0,1,1,0,0,1,1,1
1,1.95,17920.0,0,0,0,3,0,0,0
10,2.08,14859.0,1,1,0,0,1,3,1
5,1.25,14688.0,1,1,0,0,1,3,1
80,1.65,12678.0,1,1,0,0,3,3,1
20,2.95,13113.0,1,1,0,0,1,1,1
1,2.46,14096.0,1,1,0,0,1,1,1
4,9.95,14412.0,1,1,0,1,1,1,1
24,0.55,17735.0,0,0,0,3,0,0,0
1,1.25,15854.0,0,0,0,3,0,3,0
2,3.95,15443.0,0,0,0,0,0,3,0
1,1.45,15154.0,0,0,0,3,0,3,0
30,0.21,12681.0,1,1,0,0,1,1,1
6,8.5,13235.0,1,1,0,1,1,1,1
-17,1.65,17567.0,0,0,0,3,0,0,0
2,0.85,15049.0,0,0,0,0,0,3,0
10,1.95,16945.0,0,0,0,3,0,0,0
1,1.65,15579.0,0,0,0,3,0,3,0
20,4.58,18102.0,0,0,0,3,0,0,0
2,0.79,17290.0,0,0,0,3,0,0,0
40,3.39,17313.0,0,0,0,3,0,0,0
3,1.25,15014.0,0,0,0,0,0,3,0
3,1.25,16713.0,0,0,0,3,0,0,0
2,1.25,13568.0,1,1,0,0,1,1,1
2,5.95,13668.0,1,1,0,0,1,1,1
25,0.42,13203.0,1,1,0,0,1,1,1
2,0.39,14583.0,1,1,0,0,1,3,1
2,9.95,14538.0,1,1,0,1,1,1,1
2,9.95,15525.0,1,1,0,3,1,1,1
100,0.04,12933.0,1,1,0,0,3,3,1
1,2.08,17295.0,0,0,0,3,0,0,0
4,3.95,14732.0,1,1,0,0,1,1,1
6,2.95,18272.0,0,0,0,3,0,0,0
1,4.95,16800.0,0,0,0,3,0,3,0
12,0.42,17895.0,0,0,0,3,0,0,0
1,9.95,17841.0,0,0,0,3,1,3,0
4,14.95,14407.0,1,1,0,1,1,1,1
6,2.95,12381.0,1,1,0,0,1,1,1
3,0.85,15998.0,0,0,0,3,0,0,0
3,2.95,15570.0,0,0,0,3,0,3,0
36,0.21,12451.0,1,1,0,0,1,1,1
8,1.95,14625.0,1,1,0,0,1,3,1
10,0.42,13184.0,1,1,0,0,1,1,1
1,3.95,16360.0,0,0,0,3,0,3,0
1,1.45,15532.0,0,0,0,3,0,3,0
4,3.25,14056.0,1,1,0,0,1,1,1
1,1.65,17841.0,0,0,0,3,0,0,0
2,0.85,14711.0,1,1,0,0,1,3,1
1,1.25,16536.0,0,0,0,3,0,0,0
-1,1.25,13014.0,1,1,0,0,1,1,1
1,1.45,15581.0,0,0,0,3,0,3,0
36,2.1,12683.0,1,1,0,0,1,1,1
-2,2.95,15194.0,1,1,0,0,0,3,1
1,1.25,16910.0,0,0,0,3,0,0,0
12,1.45,12611.0,1,1,0,0,1,1,1
2,1.65,16033.0,0,0,0,3,0,3,0
4,2.08,17979.0,0,0,0,3,0,0,0
20,0.65,14060.0,1,1,0,0,1,3,1
3,4.25,12534.0,1,1,0,0,1,1,1
6,4.95,13089.0,1,1,0,0,1,1,1
3,9.95,12451.0,1,1,0,1,1,1,1
4,4.95,13846.0,1,1,0,0,1,1,1
24,1.65,15814.0,0,0,0,0,0,3,0
-1,7.95,14895.0,1,1,0,1,1,1,1
4,2.1,17921.0,0,0,0,3,0,0,0
12,0.83,17481.0,0,0,0,3,0,0,0
6,4.95,17084.0,0,0,0,3,0,3,0
16,0.83,18217.0,0,0,0,3,0,0,0
2,2.95,14702.0,1,1,0,0,1,3,1
1,0.85,17841.0,0,0,0,3,0,0,0
1,8.5,16910.0,0,0,0,3,1,3,0
8,1.95,16600.0,0,0,0,3,0,0,0
24,0.42,15568.0,0,0,0,0,1,0,0
48,1.25,12370.0,1,1,0,0,1,1,1
12,0.79,13936.0,1,1,0,0,1,3,1
2,4.15,12923.0,1,1,0,0,1,1,1
4,2.1,14535.0,1,1,0,0,1,3,1
1,0.55,16910.0,0,0,0,3,0,0,0
1,19.95,14954.0,1,1,0,1,3,1,1
2,8.5,13043.0,1,1,0,1,1,1,1
12,1.25,16033.0,0,0,0,3,0,0,0
2,4.25,14577.0,1,1,0,0,1,1,1
10,2.1,13985.0,1,1,0,0,1,1,1
12,1.25,18223.0,0,0,0,3,0,0,0
6,1.65,14422.0,1,1,0,0,1,3,1
12,1.25,14798.0,1,1,0,0,1,3,1
5,2.95,15016.0,1,1,0,0,1,3,1
12,1.25,17987.0,0,0,0,3,0,0,0
12,0.42,12428.0,1,1,0,0,1,1,1
6,2.95,13790.0,1,1,0,0,1,1,1
2,7.95,12705.0,1,1,0,1,1,1,1
2,2.95,15577.0,0,0,0,3,0,3,0
7,1.65,17107.0,0,0,0,3,0,0,0
12,0.95,16059.0,0,0,0,3,0,0,0
12,2.25,12480.0,1,1,0,0,1,1,1
10,2.08,12826.0,1,1,0,0,1,1,1
24,4.95,14051.0,1,1,0,0,1,1,1
3,3.25,17365.0,0,0,0,3,0,0,0
1,2.95,15311.0,0,0,0,0,0,3,0
100,1.45,14646.0,1,1,0,0,1,0,1
10,2.08,17686.0,0,0,0,3,0,0,0
1,1.25,16686.0,0,0,0,3,0,0,0
6,4.25,15223.0,1,1,0,0,1,3,1
1,8.5,16931.0,0,0,0,3,1,3,0
16,1.25,15500.0,0,0,0,0,0,3,0
12,1.25,17722.0,0,0,0,3,0,0,0
6,2.95,14336.0,1,1,0,0,1,1,1
1,1.95,14606.0,1,1,0,0,1,3,1
12,0.42,15518.0,0,0,0,3,0,3,0
3,2.1,16225.0,0,0,0,3,0,3,0
1,2.95,12988.0,1,1,0,0,1,1,1
24,3.45,14235.0,1,1,0,0,1,1,1
10,1.65,12455.0,1,1,0,0,1,1,1
2,12.75,16713.0,1,1,0,1,1,3,1
8,3.75,15321.0,1,1,0,0,0,3,1
3,0.85,16511.0,0,0,0,3,0,0,0
1,2.08,14499.0,1,1,0,0,1,3,1
12,2.1,13089.0,1,1,0,0,1,1,1
1,2.25,16697.0,0,0,0,3,0,0,0
24,1.25,18041.0,0,0,0,3,0,0,0
24,0.29,15632.0,0,0,0,0,0,0,0
2,2.95,13357.0,1,1,0,0,1,1,1
10,1.25,17298.0,0,0,0,3,0,0,0
6,2.95,18118.0,0,0,0,3,0,0,0
1,1.95,18283.0,0,0,0,3,0,0,0
2,2.95,17571.0,0,0,0,3,0,0,0
36,1.06,17317.0,0,0,0,3,0,0,0
1,11.95,17964.0,0,0,0,3,3,3,0
24,1.25,17800.0,0,0,0,3,0,0,0
12,2.89,13047.0,1,1,0,0,1,1,1
3,4.95,13507.0,1,1,0,0,1,1,1
2,1.65,15719.0,0,0,0,3,0,3,0
12,0.29,13790.0,1,1,0,0,1,3,1
6,2.95,12947.0,1,1,0,0,1,1,1
3,0.83,14096.0,1,1,0,0,1,3,1
24,0.55,17444.0,0,0,0,3,0,0,0
4,1.65,16714.0,0,0,0,3,0,0,0
2,5.95,13155.0,1,1,0,0,1,1,1
1,4.95,13610.0,1,1,0,0,1,1,1
2,5.75,18109.0,0,0,0,3,0,0,0
4,8.5,14422.0,1,1,0,1,1,1,1
12,2.1,17975.0,0,0,0,3,0,0,0
10,1.65,14273.0,1,1,0,0,1,3,1
2,2.25,15998.0,0,0,0,3,0,3,0
3,0.42,16813.0,0,0,0,3,0,0,0
1,2.95,14562.0,1,1,0,0,1,3,1
24,0.85,12709.0,1,1,0,0,1,1,1
1,2.95,17238.0,0,0,0,3,0,0,0
6,1.25,13573.0,1,1,0,0,1,1,1
2,0.55,13263.0,1,1,0,0,1,1,1
2,0.85,18022.0,0,0,0,3,0,0,0
4,4.95,16558.0,0,0,0,3,0,3,0
2,0.83,14159.0,1,1,0,0,1,3,1
6,1.45,15933.0,0,0,0,3,0,3,0
2,2.08,14527.0,1,1,0,0,1,3,1
24,1.95,13233.0,1,1,0,0,1,1,1
2,1.65,17994.0,0,0,0,3,0,0,0
6,4.25,16717.0,0,0,0,3,0,3,0
4,3.75,17220.0,0,0,0,3,0,0,0
25,0.42,12480.0,1,1,0,0,1,1,1
2,0.65,14587.0,1,1,0,0,1,3,1
1,12.5,16880.0,0,0,0,1,1,3,0
12,0.85,17663.0,0,0,0,3,0,0,0
2,8.5,16216.0,0,0,0,3,1,3,0
6,1.25,15906.0,0,0,0,3,0,3,0
8,3.75,15485.0,0,0,0,0,0,3,0
18,2.95,16321.0,0,0,0,3,0,3,0
30,3.75,14156.0,1,1,0,0,1,1,1
12,1.25,17442.0,0,0,0,3,0,0,0
2,7.95,14056.0,1,1,0,1,1,1,1
12,1.25,12571.0,1,1,0,0,1,1,1
12,2.95,17593.0,0,0,0,3,0,0,0
1,4.95,15998.0,0,0,0,3,0,3,0
20,2.08,17702.0,0,0,0,3,0,0,0
1,3.25,15052.0,1,1,0,0,1,3,1
2,2.08,17841.0,0,0,0,3,0,0,0
6,2.55,16128.0,0,0,0,3,0,3,0
10,2.08,16558.0,0,0,0,3,0,0,0
1,25.0,12748.0,1,1,-1,1,3,1,1
2,2.1,15009.0,1,1,0,0,0,3,1
3,2.89,16360.0,0,0,0,3,0,3,0
2,1.25,16411.0,0,0,0,3,0,0,0
12,4.25,18136.0,0,0,0,3,0,0,0
72,0.21,16805.0,0,0,0,3,1,0,0
4,2.55,15720.0,0,0,0,3,0,3,0
5,1.25,13069.0,1,1,0,0,1,1,1
3,0.39,16729.0,0,0,0,3,0,0,0
10,1.65,13730.0,1,1,0,0,1,1,1
24,0.55,16889.0,0,0,0,3,0,0,0
1,3.75,17897.0,0,0,0,3,0,0,0
3,3.75,15271.0,1,1,0,0,1,3,1
24,0.42,13050.0,1,1,0,0,1,1,1
6,4.15,15194.0,1,1,0,0,1,3,1
4,4.95,13018.0,1,1,0,0,1,1,1
6,2.95,14132.0,1,1,0,0,1,1,1
48,0.29,16523.0,0,0,0,3,1,0,0
2,1.95,16009.0,0,0,0,3,0,3,0
24,0.83,14897.0,1,1,0,0,1,3,1
40,2.55,16062.0,0,0,0,0,1,3,0
24,0.85,16327.0,0,0,0,3,0,0,0
6,2.1,12721.0,1,1,0,0,1,1,1
6,2.95,14291.0,1,1,0,0,1,1,1
6,1.25,12517.0,1,1,0,0,1,1,1
12,0.42,13700.0,1,1,0,0,1,1,1
2,0.55,18283.0,0,0,0,3,0,0,0
1,9.95,17861.0,0,0,0,3,1,3,0
6,3.75,15194.0,1,1,0,0,1,3,1
12,1.65,14291.0,1,1,0,0,1,3,1
2,2.08,13243.0,1,1,0,0,1,1,1
24,1.25,12437.0,1,1,0,0,1,1,1
2,3.75,17886.0,0,0,0,3,0,0,0
24,1.04,14298.0,1,1,0,0,1,3,1
1,8.5,17757.0,0,0,0,3,0,3,0
6,1.25,17105.0,0,0,0,3,0,0,0
-1,1.69,13319.0,1,1,0,0,1,1,1
1,12.75,14606.0,1,1,0,1,1,1,1
3,4.95,13500.0,1,1,0,0,1,1,1
2,2.95,14505.0,1,1,0,0,1,1,1
1,6.95,12748.0,1,1,0,1,1,1,1
1,1.69,18069.0,0,0,0,3,0,0,0
32,10.95,13098.0,1,1,0,1,1,1,1
4,3.75,16145.0,0,0,0,3,0,3,0
7,0.85,15867.0,0,0,0,3,0,3,0
48,0.55,12619.0,1,1,0,0,1,1,1
12,0.83,15301.0,0,0,0,0,0,3,0
12,0.85,16142.0,0,0,0,3,0,0,0
2,7.95,13564.0,1,1,0,1,1,1,1
24,0.55,12545.0,1,1,0,0,1,1,1
1,3.25,17287.0,0,0,0,3,0,0,0
12,1.65,14565.0,1,1,0,0,1,3,1
1,0.42,17379.0,0,0,0,3,0,0,0
-2,8.95,12431.0,1,1,0,1,1,1,1
12,2.95,16134.0,0,0,0,3,0,3,0
4,3.75,17509.0,0,0,0,3,0,0,0
2,4.95,13735.0,1,1,0,0,1,1,1
24,1.65,15596.0,0,0,0,0,0,3,0
2,1.45,16326.0,0,0,0,3,0,0,0
48,0.39,17593.0,0,0,0,3,0,0,0
6,2.49,18188.0,0,0,0,3,0,0,0
3,4.95,17086.0,0,0,0,3,0,3,0
1,4.95,13969.0,1,1,0,0,1,1,1
8,1.45,13081.0,1,1,0,0,1,1,1
10,1.65,16809.0,0,0,0,3,0,0,0
10,2.95,15518.0,0,0,0,3,0,3,0
50,2.08,17669.0,0,0,0,3,0,0,0
6,2.89,16168.0,0,0,0,3,0,3,0
2,2.08,18283.0,0,0,0,3,0,0,0
2,8.5,16170.0,1,1,0,3,1,3,1
2,6.95,17722.0,0,0,0,3,0,3,0
1,4.25,13755.0,1,1,0,0,1,1,1
2,0.39,16788.0,0,0,0,3,0,0,0
6,2.95,13081.0,1,1,0,0,1,1,1
6,1.49,13118.0,1,1,0,0,1,1,1
4,3.75,13927.0,1,1,0,0,1,1,1
8,3.75,18095.0,0,0,0,3,0,0,0
5,10.95,15373.0,1,1,0,1,1,1,1
24,0.79,13711.0,1,1,0,0,1,1,1
2,8.25,12769.0,1,1,0,1,1,1,1
2,2.1,14800.0,1,1,0,0,1,3,1
24,1.25,16201.0,0,0,0,3,0,0,0
4,1.95,17289.0,0,0,0,3,0,0,0
1,1.25,17777.0,0,0,0,3,0,0,0
6,2.08,14286.0,1,1,0,0,1,3,1
12,2.95,16790.0,0,0,0,3,0,0,0
1,3.75,15719.0,0,0,0,3,0,3,0
3,1.25,14159.0,1,1,0,0,1,3,1
3,4.95,13755.0,1,1,0,0,1,1,1
25,0.42,18248.0,0,0,0,3,0,0,0
36,0.19,13109.0,1,1,0,0,1,1,1
12,1.95,13988.0,1,1,0,0,1,1,1
2,0.55,16919.0,0,0,0,3,0,0,0
1,1.95,15707.0,0,0,0,3,0,3,0
1,5.75,17841.0,0,0,0,3,0,0,0
3,4.95,17091.0,0,0,0,3,0,3,0
5,0.42,14698.0,1,1,0,0,1,3,1
5,1.25,14415.0,1,1,0,0,1,3,1
16,2.95,12712.0,1,1,0,0,1,1,1
96,4.7,16013.0,1,1,0,0,1,3,1
2,9.95,16633.0,0,0,0,3,1,3,0
6,3.25,16746.0,0,0,0,3,0,3,0
6,2.95,16634.0,0,0,0,3,0,3,0
2,4.95,14562.0,1,1,0,0,1,1,1
2,12.75,15194.0,1,1,0,1,1,1,1
1,1.25,14606.0,1,1,0,0,1,3,1
10,1.65,13184.0,1,1,0,0,1,1,1
20,0.85,13266.0,1,1,0,0,1,1,1
1,4.95,16983.0,0,0,0,3,0,3,0
2,2.1,16200.0,0,0,0,3,0,3,0
1,1.65,15373.0,0,0,0,3,0,3,0
100,1.75,13694.0,1,1,0,0,3,3,1
2,1.95,16161.0,0,0,0,3,0,3,0
2,2.95,15493.0,0,0,0,3,0,3,0
6,0.85,17968.0,0,0,0,3,0,0,0
2,8.25,16607.0,0,0,0,3,1,3,0
3,0.55,18283.0,0,0,0,3,0,0,0
1,3.75,17841.0,0,0,0,3,0,0,0
1,4.95,16326.0,0,0,0,3,0,3,0
12,1.25,12422.0,1,1,0,0,1,1,1
6,1.95,14731.0,1,1,0,0,1,3,1
12,1.95,15187.0,1,1,0,0,0,3,1
1,1.65,17920.0,0,0,0,3,0,0,0
1,2.08,16794.0,0,0,0,3,0,0,0
2,2.49,12748.0,1,1,0,0,1,1,1
12,0.83,12374.0,1,1,0,0,1,1,1
2,1.25,12940.0,1,1,0,0,1,1,1
6,1.65,16607.0,0,0,0,3,0,0,0
12,1.25,13752.0,1,1,0,0,1,1,1
8,1.69,17348.0,0,0,0,3,0,0,0
6,1.65,12832.0,1,1,0,0,1,1,1
2,8.5,13224.0,1,1,0,1,1,1,1
36,0.85,15791.0,0,0,0,0,1,0,0
36,2.1,14156.0,1,1,0,0,1,3,1
1,8.5,13593.0,1,1,0,1,1,1,1
1,7.95,16407.0,0,0,0,3,1,3,0
4,3.75,14176.0,1,1,0,0,1,1,1
24,1.25,12683.0,1,1,0,0,1,1,1
12,1.65,16520.0,0,0,0,3,0,0,0
1,1.95,14587.0,1,1,0,0,1,3,1
6,1.65,17759.0,0,0,0,3,0,0,0
12,1.25,15521.0,0,0,0,3,0,3,0
10,6.75,16539.0,0,0,0,3,0,3,0
1,8.25,17611.0,0,0,0,3,0,3,0
2,1.25,16033.0,0,0,0,3,0,3,0
12,1.45,14142.0,1,1,0,0,1,3,1
12,1.25,16587.0,0,0,0,3,0,0,0
6,14.95,13090.0,1,1,0,1,3,1,1
6,4.95,16368.0,0,0,0,3,0,3,0
3,2.1,15514.0,0,0,0,3,0,3,0
2,3.35,16746.0,0,0,0,3,0,3,0
3,2.95,17231.0,0,0,0,3,0,0,0
10,2.08,15379.0,0,0,0,0,0,3,0
12,1.25,13531.0,1,1,0,0,1,1,1
2,0.85,15521.0,0,0,0,3,0,3,0
8,2.95,14911.0,1,1,0,0,1,3,1
12,1.45,16170.0,0,0,0,3,0,0,0
4,3.45,16717.0,0,0,0,3,0,3,0
2,2.1,16923.0,0,0,0,3,0,0,0
24,1.25,17919.0,0,0,0,3,0,0,0
1,1.25,15877.0,0,0,0,3,0,3,0
25,0.42,14146.0,1,1,0,0,1,3,1
1,4.15,14096.0,1,1,0,0,1,1,1
1,1.25,17015.0,0,0,0,3,0,0,0
1,12.5,17837.0,0,0,0,3,1,3,0
2,1.25,14730.0,1,1,0,0,1,3,1
2,5.75,16542.0,0,0,0,3,0,3,0
24,0.55,14776.0,1,1,0,0,1,3,1
1,2.08,14204.0,1,1,0,0,1,1,1
24,1.25,16174.0,0,0,0,3,0,0,0
1,9.95,14702.0,1,1,0,1,1,1,1
2,7.5,16818.0,0,0,0,3,1,3,0
12,1.25,13196.0,1,1,0,0,1,1,1
12,1.65,15632.0,0,0,0,3,0,3,0
1,1.25,15311.0,0,0,0,3,0,3,0
1,0.42,13174.0,1,1,0,0,1,1,1
2,3.25,15005.0,1,1,0,0,1,3,1
1,2.89,17841.0,0,0,0,3,0,0,0
16,1.69,15379.0,0,0,0,0,0,3,0
4,1.69,12573.0,1,1,0,0,1,1,1
20,1.65,16843.0,0,0,0,3,0,0,0
2,2.08,17238.0,0,0,0,3,0,0,0
24,1.25,12748.0,1,1,0,0,1,1,1
4,2.95,17052.0,0,0,0,3,0,0,0
24,1.95,15505.0,0,0,0,0,0,3,0
12,2.55,14194.0,1,1,0,0,1,1,1
16,3.39,13078.0,1,1,0,0,1,1,1
3,1.65,16918.0,0,0,0,3,0,0,0
48,0.06,12688.0,1,1,0,0,1,1,1
1,2.55,17109.0,0,0,0,3,0,0,0
1,0.95,13978.0,1,1,0,0,1,3,1
3,2.1,17841.0,0,0,0,3,0,0,0
10,0.85,13520.0,1,1,0,0,1,1,1
-1,1.95,14410.0,1,1,0,0,1,3,1
2,9.95,13373.0,1,1,0,1,1,1,1
3,1.25,13001.0,1,1,0,0,1,1,1
6,0.42,15005.0,0,0,0,0,0,3,0
6,1.95,15601.0,0,0,0,3,0,3,0
1,12.75,14428.0,1,1,0,1,1,1,1
3,2.95,13230.0,1,1,0,0,1,1,1
48,0.85,15270.0,1,1,0,0,1,3,1
6,2.95,13089.0,1,1,0,0,1,1,1
10,1.65,15544.0,0,0,0,3,0,3,0
4,0.85,16440.0,0,0,0,3,0,0,0
4,7.95,15601.0,1,1,0,3,1,1,1
2,8.5,13209.0,1,1,0,1,1,1,1
20,1.65,16303.0,0,0,0,3,0,0,0
100,0.36,14828.0,1,1,0,0,3,0,1
2,2.1,14156.0,1,1,0,0,1,1,1
2,1.65,13558.0,1,1,0,0,1,1,1
1,5.95,17813.0,0,0,0,3,0,3,0
6,1.65,14415.0,1,1,0,0,1,3,1
1,4.25,14415.0,1,1,0,0,1,1,1
4,7.95,14442.0,1,1,0,1,1,1,1
96,1.49,18102.0,0,0,0,3,3,0,0
24,0.55,13089.0,1,1,0,0,1,1,1
-1,12.75,13269.0,1,1,0,1,1,1,1
10,1.95,14121.0,1,1,0,0,1,1,1
8,2.95,12712.0,1,1,0,0,1,1,1
2,7.9,15696.0,1,1,0,3,1,1,1
80,1.25,12348.0,1,1,0,0,3,3,1
1,3.75,14796.0,1,1,0,0,1,3,1
1,14.95,16776.0,1,1,0,1,1,1,1
8,0.65,13184.0,1,1,0,0,1,1,1
12,1.95,15955.0,0,0,0,3,0,3,0
24,8.5,18172.0,0,0,0,3,0,3,0
6,1.65,16059.0,0,0,0,3,0,3,0
2,0.39,14456.0,1,1,0,0,1,3,1
3,2.95,14505.0,1,1,0,0,1,3,1
8,1.65,17735.0,0,0,0,3,0,0,0
1,0.55,14573.0,1,1,0,0,1,3,1
8,1.25,12710.0,1,1,0,0,1,1,1
1,2.95,17841.0,0,0,0,3,0,0,0
6,4.95,17043.0,0,0,0,3,0,3,0
24,4.15,12664.0,1,1,0,0,1,1,1
2,3.75,14963.0,1,1,0,0,1,3,1
1,0.65,17221.0,0,0,0,3,0,0,0
2,0.85,17841.0,0,0,0,3,0,0,0
24,1.25,14141.0,1,1,0,0,1,3,1
1,3.75,17259.0,0,0,0,3,0,0,0
1,1.25,14662.0,1,1,0,0,1,3,1
10,0.85,12492.0,1,1,0,0,1,1,1
24,0.65,17015.0,0,0,0,3,0,0,0
1,5.45,13956.0,1,1,0,0,1,1,1
1,4.15,15579.0,0,0,0,0,0,3,0
12,0.38,17429.0,0,0,0,3,0,0,0
24,1.45,14401.0,1,1,0,0,1,3,1
5,1.25,17126.0,0,0,0,3,0,0,0
2,8.5,12449.0,1,1,0,1,1,1,1
10,1.65,15498.0,0,0,0,3,0,3,0
12,1.65,14146.0,1,1,0,0,1,3,1
12,1.95,13792.0,1,1,0,0,1,1,1
2,1.25,15996.0,0,0,0,3,0,3,0
3,4.95,15122.0,1,1,0,0,1,3,1
1,6.75,16274.0,0,0,0,3,1,3,0
4,2.55,14068.0,1,1,0,0,1,1,1
6,2.1,16931.0,0,0,0,3,0,0,0
125,0.42,12497.0,1,1,0,0,3,0,1
1,4.15,17965.0,0,0,0,3,0,0,0
1,3.75,17772.0,0,0,0,3,0,0,0
1,1.65,18118.0,0,0,0,3,0,0,0
10,1.25,15093.0,0,0,0,0,0,3,0
12,1.25,14651.0,1,1,0,0,1,3,1
1,0.79,16469.0,0,0,0,3,0,0,0
36,0.39,16843.0,0,0,0,3,0,0,0
12,2.1,15264.0,0,0,0,0,0,3,0
4,3.75,13989.0,1,1,0,0,1,1,1
4,9.95,12407.0,1,1,0,1,1,1,1
1,2.95,12748.0,1,1,0,0,1,1,1
53,1.25,15290.0,1,1,0,0,1,3,1
12,1.25,17422.0,0,0,0,3,0,0,0
2,7.95,13021.0,1,1,0,1,1,1,1
1,1.65,17841.0,0,0,0,3,0,0,0
1,2.1,17757.0,0,0,0,3,0,0,0
18,0.79,17453.0,0,0,0,3,0,0,0
5,1.65,16242.0,0,0,0,3,0,0,0
1,0.39,16806.0,0,0,0,3,0,0,0
10,2.08,13021.0,1,1,0,0,1,1,1
12,0.85,12922.0,1,1,0,0,1,1,1
1,4.25,16750.0,0,0,0,3,0,3,0
12,1.95,12621.0,1,1,0,0,1,1,1
10,2.08,12839.0,1,1,0,0,1,1,1
1,0.65,14499.0,1,1,0,0,1,3,1
12,1.25,18239.0,0,0,0,3,0,0,0
1,2.95,16823.0,0,0,0,3,0,0,0
2,0.42,14701.0,1,1,0,0,0,3,1
20,1.25,16011.0,0,0,0,3,0,0,0
2,0.42,13596.0,1,1,0,0,1,1,1
24,1.49,13458.0,1,1,0,0,1,1,1
5,0.85,14796.0,1,1,0,0,0,3,1
1,1.95,12637.0,1,1,0,0,1,1,1
12,0.85,15241.0,0,0,0,0,0,3,0
1,1.25,16360.0,0,0,0,3,0,0,0
-10,6.75,16525.0,0,0,0,3,1,3,0
12,2.08,16743.0,0,0,0,3,0,0,0
24,0.55,13089.0,1,1,0,0,1,1,1
1,1.65,12748.0,1,1,0,0,1,1,1
2,7.95,15867.0,1,1,0,3,1,3,1
24,1.45,12676.0,1,1,0,0,1,1,1
2,4.95,12556.0,1,1,0,0,1,1,1
1,2.08,16370.0,0,0,0,3,0,3,0
3,1.25,15426.0,0,0,0,3,0,3,0
25,0.42,12766.0,1,1,0,0,1,1,1
12,1.25,15601.0,0,0,0,3,0,3,0
20,1.95,15039.0,1,1,0,0,1,3,1
1,3.75,15311.0,1,1,0,0,1,3,1
12,0.42,18145.0,0,0,0,3,0,0,0
1,2.55,17625.0,0,0,0,3,0,0,0
24,0.39,14401.0,1,1,0,0,1,3,1
6,2.95,12681.0,1,1,0,0,1,1,1
1,1.45,14606.0,1,1,0,0,1,3,1
12,1.65,17829.0,0,0,0,3,0,0,0
2,2.89,17348.0,0,0,0,3,0,0,0
36,0.39,14336.0,1,1,0,0,1,3,1
1,4.15,17841.0,0,0,0,3,0,0,0
4,1.45,15998.0,0,0,0,3,0,3,0
1,1.65,17841.0,0,0,0,3,0,0,0
14,0.21,16024.0,0,0,0,3,0,0,0
1,14.95,14606.0,1,1,0,1,1,1,1
24,0.55,13771.0,1,1,0,0,1,3,1
4,4.95,12708.0,1,1,0,0,1,1,1
2,12.75,16923.0,0,0,0,1,1,3,0
1,12.75,13717.0,1,1,0,1,1,1,1
24,1.25,14060.0,1,1,0,0,1,3,1
31,0.83,14096.0,1,1,0,0,1,3,1
2,7.95,13634.0,1,1,0,1,1,1,1
12,5.45,16422.0,0,0,0,3,0,3,0
1,4.15,14487.0,1,1,0,0,1,1,1
2,1.25,16474.0,0,0,0,3,0,0,0
4,3.95,13046.0,1,1,0,0,1,1,1
4,5.75,14911.0,1,1,0,0,1,1,1
12,1.65,15994.0,0,0,0,3,0,3,0
4,8.5,12921.0,1,1,0,1,1,1,1
2,0.65,14456.0,1,1,0,0,1,3,1
6,2.95,13767.0,1,1,0,0,1,1,1
12,2.55,14156.0,1,1,0,0,1,1,1
3,3.75,15351.0,1,1,0,0,0,3,1
860,3.24,17450.0,3,3,-1,2,3,2,3
1,4.95,14527.0,1,1,0,0,1,1,1
2,1.25,17050.0,0,0,0,3,0,0,0
12,0.83,14703.0,1,1,0,0,1,3,1
24,1.25,14329.0,1,1,0,0,1,3,1
10,2.08,13313.0,1,1,0,0,1,1,1
-1,4.95,16240.0,0,0,0,3,0,3,0
-15,4.65,12980.0,1,1,0,0,1,1,1
6,1.95,14547.0,1,1,0,0,1,3,1
12,0.85,14388.0,1,1,0,0,1,3,1
1,4.25,13521.0,1,1,0,0,1,1,1
2,1.25,15311.0,0,0,0,3,0,3,0
2,2.25,17233.0,0,0,0,3,0,0,0
4,4.25,15044.0,1,1,0,0,1,3,1
8,1.95,12481.0,1,1,0,0,1,1,1
4,3.95,14911.0,1,1,0,0,1,3,1
8,1.25,15235.0,0,0,0,0,0,3,0
1,6.95,17813.0,0,0,0,3,0,3,0
24,0.29,17659.0,0,0,0,3,0,0,0
4,2.95,14903.0,1,1,0,0,1,3,1
1,16.63,14096.0,1,1,0,1,3,1,1
1,2.1,12965.0,1,1,0,0,1,1,1
2,9.95,13362.0,1,1,0,1,1,1,1
25,0.42,17602.0,0,0,0,3,0,0,0
1,4.15,16511.0,0,0,0,3,0,3,0
12,1.95,12429.0,1,1,0,0,1,1,1
6,1.25,15707.0,0,0,0,3,0,3,0
1,4.25,13527.0,1,1,0,0,1,1,1
25,0.42,16607.0,0,0,0,3,0,0,0
1,12.75,12349.0,1,1,0,1,3,1,1
6,1.25,17092.0,0,0,0,3,0,0,0
2,1.65,14653.0,1,1,0,0,1,3,1
